gutenberg_id,title,author,gutenberg_author_id,language,gutenberg_bookshelf,rights,has_text
27968,Tulan,"MacApp, C. C.",25709,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
28030,Reluctant Genius,"Slesar, Henry",28398,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
28031,Resurrection,"Shea, Robert",33088,en,Slavery/Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
28045,Walls of Acid,"Hasse, Henry",32816,en,Science Fiction/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
28047,Strange Alliance,"Walton, Bryce",33100,en,"Science Fiction/Category: Crime, Thrillers and Mystery/Category: Novels",Public domain in the USA.,TRUE
28048,Shepherd of the Planets,"Mattox, Alan",33102,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
28062,The Man Who Saw the Future,"Hamilton, Edmond",26787,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
28063,The Next Logical Step,"Bova, Ben",33114,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
28071,"The Red Triangle: Being Some Further Chronicles of Martin Hewitt, Investigator","Morrison, Arthur",3903,en,"Detective Fiction/Category: Short Stories/Category: Crime, Thrillers and Mystery/Category: British Literature",Public domain in the USA.,TRUE
28111,Moment of Truth,"Wells, Basil",33148,en,Science Fiction/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
28118,The Great Gray Plague,"Jones, Raymond F.",25386,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
28119,"My Father, the Cat","Slesar, Henry",28398,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy/Category: Humour,Public domain in the USA.,TRUE
28156,Minor Detail,"Sharkey, Jack",32269,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy/Category: Humour,Public domain in the USA.,TRUE
28215,Empire,"Simak, Clifford D.",25185,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
28437,It's a Small Solar System,"Howard, Allan",33335,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
28438,The Helpful Robots,"Shea, Robert",33088,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
28450,Stopover,"Gerken, William",33341,en,Science Fiction/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
28451,I Like Martian Music,"Fritch, Charles E.",33342,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
28453,Flight Through Tomorrow,"Coblentz, Stanton A. (Stanton Arthur)",33343,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
28518,Mex,"Janifer, Laurence M.",25268,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
28535,Out of This World Convention,"Ackerman, Forrest J.",33388,en,Science Fiction/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
28543,Rex Ex Machina,"Max, Frederic",33391,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
28550,Song in a Minor Key,"Moore, C. L. (Catherine Lucile)",33397,en,Science Fiction/Science Fiction by Women/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
28554,Beyond Lies the Wub,"Dick, Philip K.",33399,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
28583,The Calm Man,"Long, Frank Belknap",25911,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
28608,Inside John Barth,"Stuart, William W.",33446,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
28628,Devil Crystals of Arret,"Wells, Hal K.",32327,en,Science Fiction/Astounding Stories/Category: Science-Fiction & Fantasy/Category: Adventure,Public domain in the USA.,TRUE
28644,Beyond the Door,"Dick, Philip K.",33399,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
28645,Lost in the Future,"Peterson, John Victor",33468,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
28646,Solar Stiff,"Stopher, Chas. A.",33469,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy/Category: Humour,Public domain in the USA.,TRUE
28647,Texas Week,"Hernhuter, Albert",33470,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy/Category: Psychiatry/Psychology,Public domain in the USA.,TRUE
28650,Year of the Big Thaw,"Bradley, Marion Zimmer",8842,en,Science Fiction/Science Fiction by Women/Category: Science-Fiction & Fantasy/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
28698,The Crystal Crypt,"Dick, Philip K.",33399,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
28705,The God in the Box,"Wright, Sewell Peaslee",9555,en,Science Fiction/Astounding Stories/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
28767,The Defenders,"Dick, Philip K.",33399,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
28832,The Sargasso of Space,"Hamilton, Edmond",26787,en,Science Fiction/Astounding Stories/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
28883,The Copper-Clad World,"Vincent, Harl",25146,en,Science Fiction/Astounding Stories/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
28892,Benefactor,"Smith, George H. (George Henry)",33574,en,Science Fiction/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
28893,Of Time and Texas,"Nolan, William F.",33575,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Humour/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
28894,Two Plus Two Makes Crazy,"Sheldon, Walter J.",33576,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy/Category: Humour,Public domain in the USA.,TRUE
28922,Compatible,"Smith, Richard Rein",33589,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
28924,Collector's Item,"Young, Robert F.",25767,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy/Category: Humour,Public domain in the USA.,TRUE
28933,One Out of Ten,"Ferlaine, J. Anthony",33594,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy/Category: Humour,Public domain in the USA.,TRUE
28953,When I Grow Up,"Lowe, Richard E.",33605,en,Science Fiction/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
28954,This is Klon Calling,"Sheldon, Walter J.",33576,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy/Category: Humour,Public domain in the USA.,TRUE
29027,Spawn of the Comet,"Rich, H. Thompson (Harold Thompson)",33647,en,Science Fiction/Astounding Stories/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
29038,In the Orbit of Saturn,"Starzl, Roman Frederick",33651,en,Science Fiction/Astounding Stories/Category: Science-Fiction & Fantasy/Category: Adventure,Public domain in the USA.,TRUE
29046,The Heads of Apex,"Weiss, George Henry",26064,en,Science Fiction/Astounding Stories/Category: Science-Fiction & Fantasy/Category: Adventure,Public domain in the USA.,TRUE
29053,Raiders Invisible,"Hall, Desmond Winter",32702,en,Science Fiction/Astounding Stories/Category: Science-Fiction & Fantasy/Category: Adventure/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
29060,The Einstein See-Saw,"Breuer, Miles J. (Miles John)",33669,en,Science Fiction/Astounding Stories/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
29069,Poisoned Air,"Meek, S. P. (Sterner St. Paul)",25130,en,"Science Fiction/Astounding Stories/Category: Science-Fiction & Fantasy/Category: Crime, Thrillers and Mystery/Category: Novels/Category: American Literature",Public domain in the USA.,TRUE
29118,The Terror from the Depths,"Wright, Sewell Peaslee",9555,en,Science Fiction/Astounding Stories/Category: Science-Fiction & Fantasy/Category: Adventure,Public domain in the USA.,TRUE
29133,Shipwreck in the Sky,"Binder, Eando",33710,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Adventure/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
29135,"With the Night Mail: A Story of 2000 A.D.
(Together with extracts from the comtemporary magazine in which it appeared)","Kipling, Rudyard",132,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: British Literature/Nobel Prizes in Literature,Public domain in the USA.,TRUE
29138,The Doorway,"Smith, Evelyn E.",25680,en,Science Fiction/Science Fiction by Women/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
29139,No Pets Allowed,"Cummings, Monette",33714,en,Science Fiction/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
29140,The Mathematicians,"Feldman, Arthur",33715,en,Science Fiction/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
29142,Keep Out,"Brown, Fredric",32063,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
29146,Equation of Doom,"Vance, Gerald",32968,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
29149,"Cogito, Ergo Sum","West, John Foster",33722,en,Science Fiction/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
29159,Acid Bath,"Garson, Bill",33727,en,Science Fiction/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
29160,Operation Lorelie,"Salton, William P.",33728,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
29168,Houlihan's Equation,"Sheldon, Walter J.",33576,en,"Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels/Category: Mythology, Legends & Folklore",Public domain in the USA.,TRUE
29170,The Hoofer,"Miller, Walter M.",33738,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
29177,The Pygmy Planet,"Williamson, Jack",31775,en,Science Fiction/Astounding Stories/Category: Science-Fiction & Fantasy/Category: Adventure,Public domain in the USA.,TRUE
29190,The Great Dome on Mercury,"Zagat, Arthur Leo",33759,en,Science Fiction/Astounding Stories/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
29194,G-r-r-r...!,"Locke, Robert Donald",31862,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy/Category: Humour,Public domain in the USA.,TRUE
29195,It's All Yours,"Merwin, Sam, Jr.",33758,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
29196,Mutineer,"Shea, Robert",33088,en,Animal/Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
29202,The Hammer of Thor,"Diffin, Charles Willard",33760,en,Science Fiction/Astounding Stories/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
29205,Grove of the Unborn,"Venable, Lyn",33761,en,Science Fiction/Science Fiction by Women/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
29209,Reel Life Films,"Merwin, Sam, Jr.",33758,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Humour/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
29240,Be It Ever Thus,"Williams, Robert Moore",33777,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
29242,Made in Tanganyika,"Jacobi, Carl",25187,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
29272,No Hiding Place,"Smith, Richard Rein",33589,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
29283,Salvage in Space,"Williamson, Jack",31775,en,Science Fiction/Astounding Stories/Category: Science-Fiction & Fantasy/Category: Adventure/Category: Novels,Public domain in the USA.,TRUE
29290,Now We Are Three,"Hensley, Joe L.",33820,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
29293,Priestess of the Flame,"Wright, Sewell Peaslee",9555,en,Science Fiction/Astounding Stories/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
29298,The Bluff of the Hawk,"Gilmore, Anthony",33822,en,Science Fiction/Astounding Stories/Category: Science-Fiction & Fantasy/Category: Adventure/Category: Novels,Public domain in the USA.,TRUE
29299,Pirates of the Gorm,"Schachner, Nathan",33823,en,Science Fiction/Astounding Stories/Category: Science-Fiction & Fantasy/Category: Adventure/Category: Novels,Public domain in the USA.,TRUE
29303,Operation Earthworm,"Archibald, Joe",33826,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Humour/Category: Adventure/Category: Novels,Public domain in the USA.,TRUE
29308,Small World,"Nolan, William F.",33575,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
29310,The Affair of the Brains,"Gilmore, Anthony",33822,en,Science Fiction/Astounding Stories/Category: Science-Fiction & Fantasy/Category: Adventure,Public domain in the USA.,TRUE
29317,There Will Be School Tomorrow,"Thiessen, V. E.",33840,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
29326,The Great Drought,"Meek, S. P. (Sterner St. Paul)",25130,en,Science Fiction/Astounding Stories/Category: Science-Fiction & Fantasy/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
29328,The Shining Cow,"James, Alex",33847,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Humour/Category: Novels,Public domain in the USA.,TRUE
29354,This One Problem,"Pease, M. C.",33866,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
29355,The Odyssey of Sam Meecham,"Fritch, Charles E.",33342,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
29356,Such Blooming Talk,"Reynolds, L. Major",33867,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy/Category: Humour,Public domain in the USA.,TRUE
29384,Disowned,"Endersby, Victor A.",33886,en,Science Fiction/Astounding Stories/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
29389,Raiders of the universes,"Wandrei, Donald",33890,en,Science Fiction/Astounding Stories/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
29390,Astounding Stories of Super-Science April 1930,"Pelcher, Anthony",41198,en,Science Fiction/Astounding Stories/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
29408,Wanderer of Infinity,"Vincent, Harl",25146,en,Science Fiction/Astounding Stories/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
29410,The End of Time,"West, Wallace",33900,en,Science Fiction/Astounding Stories/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
